date,long_deal_amount_外資,long_deal_amount_投信,long_deal_amount_自營商,long_deal_volume_外資,long_deal_volume_投信,long_deal_volume_自營商,long_open_interest_balance_amount_外資,long_open_interest_balance_amount_投信,long_open_interest_balance_amount_自營商,long_open_interest_balance_volume_外資,long_open_interest_balance_volume_投信,long_open_interest_balance_volume_自營商,short_deal_amount_外資,short_deal_amount_投信,short_deal_amount_自營商,short_deal_volume_外資,short_deal_volume_投信,short_deal_volume_自營商,short_open_interest_balance_amount_外資,short_open_interest_balance_amount_投信,short_open_interest_balance_amount_自營商,short_open_interest_balance_volume_外資,short_open_interest_balance_volume_投信,short_open_interest_balance_volume_自營商
2023-05-24,141366454,1105514,30258988,44017,344,9428,171850710,31029239,10417361,53476,9655,3255,145840609,1137605,29031762,45414,354,9050,79054667,50440591,52709654,24599,15695,16422
2023-05-25,202196022,884805,26885370,62670,273,8342,177179406,30588558,11486690,54672,9438,3562,198142966,878232,29703128,61431,271,9216,79415880,50157716,56940179,24504,15476,17593
2023-05-26,205350371,1798330,30855188,62719,547,9430,184828484,30985630,12284938,56225,9425,3754,194044829,348455,30962041,59280,106,9455,74349223,49386327,58013317,22616,15022,17669
2023-05-29,162763004,1694522,33474005,49111,511,10108,181495243,31213058,12342459,54744,9414,3739,180702943,198924,25534703,54525,60,7712,88041399,48275136,50405029,26555,14560,15226
2023-05-30,113289019,179057,17267475,34185,54,5213,186475075,31170498,11934396,56263,9404,3616,110336506,99435,21530450,33296,30,6502,90101249,48147880,53530347,27185,14526,16175
2023-05-31,227599679,1407708,45670922,68718,426,13791,185472110,31445914,11681188,56250,9536,3558,233174842,894512,42792835,70394,271,12929,100838750,47825093,49336712,30581,14503,14990
2023-06-01,172213592,494047,21688407,52308,150,6592,183863949,31864221,12765943,55829,9674,3893,176002807,59253,20095665,53461,18,6111,103117193,47789744,48228707,31308,14509,14675
2023-06-02,172708049,2499384,28310450,52007,749,8519,192737997,32974211,13708605,57680,9867,4117,173323952,257335,26955872,52168,77,8116,111355259,46891066,48142704,33320,14030,14437
2023-06-05,162317096,427096,27388010,48519,128,8191,183071565,32211753,12696025,54879,9655,3818,169593406,768280,26910000,50693,230,8050,109075478,46445472,46451900,32693,13920,13952
2023-06-06,149947725,70131,22107626,44852,21,6615,184716880,31368589,13712953,55164,9367,4107,146723931,1026815,24372937,43886,307,7293,107206261,46614166,49892181,32012,13918,14926
2023-06-07,149551562,2451562,34021243,44464,726,10119,194909063,32050406,14096957,57712,9489,4188,146706974,310830,29621486,43615,92,8810,113871277,45285468,45770703,33712,13406,13579
2023-06-08,176305646,355197,31421261,52443,107,9355,186516822,31187128,13035429,55798,9330,3908,181551942,1978373,31234072,53979,592,9307,111449842,45911569,44061782,33338,13732,13208
2023-06-09,147079419,1104222,26258171,43725,327,7810,183978199,30931645,14250043,54488,9161,4230,152739674,957149,26585174,45408,284,7906,113834661,45659744,46296018,33711,13520,13738
2023-06-12,159366819,1263655,30103003,47062,373,8900,183253285,31732170,15349382,54094,9367,4543,159802170,16940,28616818,47191,5,8459,113308702,45262247,45932867,33446,13358,13586
2023-06-13,176798539,2444591,40825586,51619,710,11918,194057628,32229447,20047770,56368,9361,5837,180665224,603988,39283333,52732,176,11465,126805990,44139065,49933914,36833,12818,14531
2023-06-14,177623940,2521344,37695059,51585,733,10957,179551001,33689803,19362928,52215,9796,5646,192365660,354345,36848152,55867,103,10716,127090674,43419617,48233375,36962,12623,14059
2023-06-15,177019072,567552,28558599,51288,164,8283,184617117,33672622,21395539,53269,9714,6190,166576587,788538,30011578,48261,228,8703,121254791,43703056,51900750,34989,12605,15009
2023-06-16,223850891,1675403,48526388,64871,487,14059,187902375,34147234,22883776,54527,9891,6640,232782040,867248,48311931,67397,253,14051,133651106,43330930,52588841,38763,12548,15306
2023-06-19,274373781,44259040,38460311,79792,12885,11182,196455319,37274237,22521171,57231,10864,6548,270327462,40873898,38478637,78575,11930,11206,138185810,43061948,52075805,40250,12566,15192
2023-06-20,270283094,34582593,51782123,78884,10124,15104,201659393,37440293,24169513,59108,11004,7055,276915215,34752490,54897383,80793,10167,16042,150220027,43383357,56480982,44036,12749,16559
2023-06-21,177031457,957583,39454955,51861,280,11524,153968205,36981525,8705670,45277,10875,2563,177145708,1046930,39755577,51855,308,11622,104979876,42986985,47339209,30871,12641,13923
2023-06-26,150777298,1883409,19010869,44597,558,5626,156098529,38229824,9674793,46238,11324,2868,156585986,1100203,21630906,46317,326,6401,113241108,43408608,50494488,33543,12858,14959
2023-06-27,179650976,995481,30599389,53486,297,9116,146364175,38101444,10955635,43712,11379,3274,183044453,1138345,31321253,54506,340,9330,112281816,43381870,51755640,33533,12956,15459
2023-06-28,147694603,3059110,29850782,44047,912,8901,143609440,40444525,11037785,42805,12055,3292,155293885,164152,28421737,46311,49,8477,117099506,42839995,50535472,34903,12769,15065
2023-06-29,213587384,4698492,34827619,63495,1401,10350,132826887,44724368,13552666,39622,13341,4045,232839842,405688,30759978,69204,121,9141,125480279,42826910,49056036,37430,12775,14636
2023-06-30,165948598,53643,21827334,49567,16,6517,128310226,44619846,13962239,38218,13290,4161,164521907,214769,20355093,49132,64,6079,119473043,42880713,47982824,35585,12772,14295
2023-07-03,158099367,6573429,30453944,46630,1930,8981,137265078,49875073,17565848,40290,14639,5159,155274512,0,27766553,45792,0,8186,125455896,41534737,49479363,36823,12191,14526
2023-07-04,134252937,2555027,24778510,39377,747,7268,139410131,52253086,18313600,40757,15276,5357,128620971,17044,24731289,37728,5,7253,121927248,41341372,50268593,35645,12086,14699
2023-07-05,108506104,343610,23920787,31823,101,7014,128824760,52195147,17637272,37880,15347,5189,124606975,476264,24159845,36543,140,7088,127506868,41478596,49609891,37491,12196,14591
2023-07-06,203465416,767852,38256191,60474,230,11380,116660686,51849385,18359624,34953,15534,5503,205202765,1809968,36598773,60992,542,10886,122465985,42373371,47848812,36691,12695,14341
2023-07-07,207772756,601869,36720143,62527,181,11056,115875523,52043094,18320940,34854,15653,5514,202805032,628157,31413387,61039,189,9455,116691063,42630586,42282529,35098,12822,12724
2023-07-10,221851298,1122393,37531877,66613,339,11274,114645164,52890146,17727540,34632,15976,5359,213600388,344825,38829785,64150,104,11663,107301444,42739846,42802743,32413,12910,12937
2023-07-11,179310557,2390318,38334187,53522,710,11429,125742900,54581749,16784943,37285,16181,4982,172770204,256361,39234169,51534,76,11704,111580720,42100909,43410345,33081,12481,12881
2023-07-12,169258361,1999945,42614405,50148,591,12625,117944509,56285956,20066367,34858,16631,5936,182929113,115083,38865444,54193,34,11516,117441961,41878566,43056149,34705,12374,12735
2023-07-13,252634651,2474631,48064250,73772,724,14045,124728301,58314518,17845622,36509,17065,5230,251622201,75171,50761363,73477,22,14826,123211205,41368623,44335400,36061,12106,12987
2023-07-14,206347151,3068928,38833578,59942,889,11283,136692387,59248909,17823869,39554,17134,5161,208936523,1713302,40768522,60689,496,11847,132960611,40743968,46236882,38469,11782,13385
2023-07-17,293430931,48785149,61373669,84911,14119,17758,138962637,45272260,22379933,40262,13117,6479,288841230,62668135,57243584,83567,18137,16575,130636280,40659159,46669652,37833,11783,13523
2023-07-18,309934229,34474532,79038764,89825,10013,22910,119345633,44540546,22376214,34743,12969,6505,308543128,35233433,80198209,89419,10231,23259,109666885,40704512,47973030,31908,11853,13960
2023-07-19,228095344,2873724,68291911,66367,840,19870,109188174,44371672,8560114,31962,12989,2508,241561049,3196998,63561542,70280,934,18498,98494113,40881665,37157480,28832,11967,10878
2023-07-20,197001670,178095,25411314,57618,52,7433,121823066,43443437,9661386,35567,12684,2823,188991495,1547242,26721168,55276,452,7817,103079418,41314762,39422426,30095,12062,11511
2023-07-21,240698733,604160,38420964,71116,178,11355,116302452,43124551,12437951,34314,12724,3672,257390698,986048,33417907,76061,291,9875,114488583,41401521,36886347,33779,12215,10885
2023-07-24,206517679,390496,30101609,60925,115,8882,122250669,43097244,11045845,36001,12692,3255,193807706,492360,31158847,57180,145,9194,107716063,41472905,36479332,31721,12213,10745
2023-07-25,186245895,2240245,34858887,54406,652,10180,130928476,43832093,14377804,38101,12756,4187,183927711,178668,32485787,53726,52,9487,113976113,40126843,37990879,33168,11677,11058
2023-07-26,170561399,6842,35159736,49696,2,10247,121514403,42590355,14303310,35531,12454,4185,181955515,1412536,33000849,53010,413,9619,115976873,40308120,35890899,33912,11786,10497
2023-07-27,217874700,1291924,31701035,63395,375,9224,118985126,42986133,18077681,34543,12480,5251,215926178,558220,27653370,62820,162,8045,111426636,39953915,35866652,32349,11599,10415
2023-07-28,240411148,3452,35350163,69752,1,10255,119371322,41944035,18059297,34577,12150,5234,241437931,1138932,33371170,70033,330,9683,115797645,40040935,33896803,33542,11598,9821
2023-07-31,255201593,654043,43591693,73910,190,12628,109644937,40100639,18480563,32055,11724,5406,271899087,2470066,45790735,78731,722,13283,122595135,40034702,36235516,35841,11704,10597
2023-08-01,196901916,529152,28867839,57411,154,8417,112238320,39465323,17477964,32670,11488,5091,182807282,999797,29193007,53300,291,8513,111118122,39870138,35781685,32344,11605,10419
2023-08-02,237001420,929110,58973177,69726,276,17362,100297216,39174744,19439736,29816,11646,5782,252898720,1744526,58981592,74356,518,17381,118218214,40384820,38223538,35143,12005,11368
2023-08-04,240001723,1019519,37263417,71549,303,11108,108134574,39922094,19732814,32140,11866,5868,226788758,611139,34561198,67606,182,10302,112791790,40725118,36353896,33524,12104,10810
2023-08-07,235256316,1757529,37470830,69648,518,11089,113898833,40698400,16043515,33501,11971,4722,223885893,101994,39466928,66274,30,11675,107133450,39851400,35037502,31511,11721,10310
2023-08-08,235933035,967449,45667829,69811,287,13518,102867498,41190854,18834630,30522,12222,5591,243981491,134783,41899240,72164,40,12406,104104497,39517940,34107596,30889,11725,10125
2023-08-09,214724345,616390,44099775,63793,183,13100,104137023,41469690,14346699,30897,12304,4259,207128268,383846,46753814,61529,114,13889,97743502,39564103,32280397,29000,11738,9582
2023-08-10,245444649,2214866,48330751,73453,665,14479,84651983,42743804,18223681,25413,12832,5473,261987707,1562277,40730230,78406,469,12198,97557057,40207500,29759111,29287,12070,8938
2023-08-11,266528022,252528,42446515,79880,76,12729,88526860,42860257,16075037,26627,12891,4838,257298614,387071,48026859,77113,116,14397,92233046,40461841,32271984,27742,12169,9711
2023-08-14,336810244,48545737,76482716,102480,14842,23283,73709724,43778865,26990888,22520,13375,8245,367161999,47524481,66591489,111698,14530,20279,110416017,40395223,33102192,33728,12341,10114
2023-08-15,264811398,31799017,49479921,80489,9662,15037,80709417,39289225,16127615,24599,11978,4916,239730599,36046344,59585491,72861,10955,18106,92479416,40138202,32675046,28181,12237,9958
2023-08-16,204405952,2632053,62308907,62488,804,19050,66103932,40264482,13530537,20187,12296,4133,211265330,1486051,56254222,64585,454,17201,73864463,40100752,27656479,22557,12246,8447
2023-08-17,250567377,862365,39904865,76553,262,12189,80024853,41209115,15988326,24315,12521,4859,239737811,82292,37442467,73220,25,11433,76911312,40264541,27994008,23369,12234,8507
2023-08-18,238453031,193007,39085036,72546,59,11897,77741413,40849794,16015823,23770,12490,4898,244096059,713042,39040136,74266,218,11882,80273040,40431157,28302856,24544,12362,8655
2023-08-21,201922682,300737,24958905,61701,92,7623,70406514,41111950,15338004,21534,12574,4692,215301898,29420,27032586,65780,9,8258,90308938,40422065,29958344,27621,12363,9164
2023-08-22,180019639,82003,25921863,54828,25,7893,69023498,41160720,16091853,21044,12549,4907,176725151,134467,24950382,53820,41,7596,85673012,40521120,30211335,26120,12354,9212
2023-08-23,197686209,1470026,32140497,60017,444,9753,76003145,41606942,15364270,22951,12564,4641,190870531,327540,34751866,57947,99,10544,85958156,39818678,32269570,25957,12024,9746
2023-08-24,231405065,2469594,34632511,69309,738,10365,73158690,43153402,15969753,21831,12877,4767,231135683,0,31905319,69234,0,9549,78648134,38870569,30862611,23469,11599,9211
2023-08-25,227463289,3275410,40829856,68671,997,12327,55732952,44948106,19494726,16965,13682,5935,255600679,2732024,35730172,77135,831,10800,94616403,40204278,30407589,28801,12238,9257
2023-08-28,225337311,2216842,27417825,68404,672,8320,62048669,46372206,15819385,18812,14059,4797,213647138,998441,29198195,64858,303,8859,89392481,40392206,28560226,27102,12246,8660
2023-08-29,162582612,1556485,28934060,49169,469,8746,68422976,46131600,14215885,20580,13875,4277,156266698,1079105,28267363,47252,326,8545,84568605,39628291,26414243,25436,11919,7946
2023-08-30,167298072,1946612,35589077,50089,582,10652,64602811,43881152,15333773,19316,13120,4586,173463895,3040198,33555486,51927,909,10046,86991902,38432799,25551544,26010,11491,7641
2023-08-31,171684926,365833,30448649,51503,110,9137,59525079,41895696,19215672,17908,12604,5782,177534857,2614196,25747178,53260,786,7726,87616440,38727924,25042065,26359,11651,7535
2023-09-01,164025774,1278745,27972542,49276,384,8401,68654333,41990492,14219648,20616,12609,4271,156248748,1256946,32047752,46938,377,9623,88988743,38793500,24136662,26722,11649,7249
2023-09-04,192594876,2059793,32893239,57779,614,9866,74395498,42458407,17146022,22171,12653,5111,183877606,1190303,31766368,55165,356,9520,86106996,38371286,25817144,25661,11435,7695
2023-09-05,97956038,723686,21207235,29254,216,6333,65874359,42107827,21016427,19662,12568,6274,107135668,990682,16847234,31994,296,5031,86747576,38295072,25348872,25892,11430,7567
2023-09-06,157340964,481483,31098816,46994,144,9289,66985137,41642111,19648042,20040,12458,5879,153662589,870092,32875774,45896,260,9821,84139126,38225974,25467868,25172,11436,7620
2023-09-07,174860507,1106785,30916929,52586,334,9302,70457829,41400875,20038715,21270,12498,6050,168138702,1880450,31560330,50568,567,9497,80760532,38787233,26189712,24380,11709,7907
2023-09-08,161752392,2275625,30275452,48948,687,9160,73862524,42700148,19285545,22299,12891,5823,164306779,1001848,31751117,49725,303,9606,86737882,38814703,27321451,26186,11718,8249
2023-09-11,200662609,3133497,39464869,60917,954,11989,69989419,43973010,18949545,21306,13386,5769,209588854,2386322,38800889,63631,727,11790,91673801,39374010,26323068,27907,11986,8014
2023-09-12,187634113,2855469,38621166,56882,862,11703,81860888,44261778,13982216,24702,13356,4220,169535908,2060972,43546208,51398,624,13195,85582721,38833452,26352903,25825,11718,7953
2023-09-13,158955308,2450233,37696087,47956,739,11373,82578358,45721556,15415574,24905,13789,4650,157443969,973640,35943366,47500,294,10843,84790515,38814755,25873231,25572,11706,7804
2023-09-14,183460521,2841657,32994295,54886,844,9865,106700231,46666006,14101432,31689,13859,4189,174765818,1235304,36513998,52280,368,10911,100182710,38049360,27482282,29753,11300,8163
2023-09-15,176570699,1264429,38896343,52382,374,11540,98740944,44423797,19522234,29206,13140,5775,188031327,3325515,31972015,55786,985,9483,103705876,37834549,26794807,30675,11191,7926
2023-09-18,290585379,49591770,57031924,86680,14805,17005,89591532,46160649,28052168,26792,13804,8393,308544115,48264936,49523148,92022,14410,14771,112360685,38323045,29765514,33603,11460,8903
2023-09-19,230529193,34264118,54278625,69092,10275,16268,84307922,45145924,29131559,25366,13581,8770,235835140,35381045,52937922,70680,10610,15870,112218714,38467450,29553884,33765,11572,8895
2023-09-20,183485974,1418794,58826616,55284,428,17729,73419397,45908241,10097423,22161,13857,3048,181335491,672692,61730971,54640,203,18602,93844038,38506999,14953667,28326,11623,4514
2023-09-21,197324513,2195568,36371331,60095,673,11093,74006418,46610314,14979787,22686,14288,4592,215355115,861451,33679970,65616,264,10269,117077225,37988319,17726281,35889,11645,5434
2023-09-22,176767142,1235178,26316211,54264,378,8075,70468693,47325686,16146956,21558,14478,4940,168385719,610237,26042287,51685,187,7994,105160433,38061907,18787490,32171,11644,5748
2023-09-25,157569139,1745187,22588061,48013,530,6880,74991293,47946080,12953316,22773,14560,3934,139276722,556485,27133515,42439,169,8262,91578054,37424945,19786136,27810,11365,6009
2023-09-26,173897236,306482,40959390,53163,94,12523,68843075,47000793,16060176,21111,14413,4925,177496070,1678831,35182449,54259,515,10761,88787365,37954779,17409983,27227,11639,5339
2023-09-27,165308144,417607,33022540,50761,128,10139,64846062,47073546,16940102,19878,14430,5193,172283684,387236,32473883,52900,119,9972,91755907,37994843,17931263,28127,11647,5497
2023-09-28,185978577,1037698,29166467,56892,317,8919,62096492,47205701,18059181,18970,14421,5517,192023700,287531,27667778,58731,88,8462,95105396,37346221,17495630,29054,11409,5345
2023-10-02,187119842,1798075,28081918,56715,543,8502,70144461,48429611,17624827,21184,14626,5323,176970389,0,31050836,53643,0,9401,93362451,36658295,20796472,28196,11071,6281
2023-10-03,187333041,128041,39664715,56757,39,12020,65270520,47824936,21176808,19886,14571,6452,196669993,850490,33884499,59590,259,10268,97557402,36878799,18658687,29723,11236,5685
2023-10-04,233506831,789837,47215060,71712,243,14504,71632301,46983789,18877600,22047,14461,5810,225457183,2238845,50287471,69244,689,15452,99154201,37597428,19896946,30518,11572,6124
2023-10-05,214659512,1405783,30962265,65552,427,9454,83699092,47827333,19054413,25429,14531,5789,200439901,479393,33384994,61217,147,10182,92235864,37396887,22453791,28023,11362,6822
2023-10-06,170849605,1039041,25205559,51819,315,7647,81789210,47832032,19735246,24742,14470,5970,175614750,479299,24406442,53281,145,7400,95202225,36794634,22759158,28800,11131,6885
2023-10-11,230687177,1537465,49395385,69282,460,14821,85431756,48955324,18716980,25556,14645,5599,230598577,33425,49005982,69256,10,14701,98907904,36289437,19950349,29588,10856,5968
2023-10-12,173393557,751399,29014170,51726,223,8654,105782064,48687374,20423901,31391,14449,6061,168581545,667162,30205401,50307,198,9003,108732358,35835696,22668956,32268,10635,6727
2023-10-13,187089552,779139,39631844,55764,232,11812,108974620,48508984,22552102,32482,14462,6723,185745726,1101257,35346955,55355,328,10535,110527255,36038085,20382887,32950,10744,6075
2023-10-16,309121931,43646208,51629254,92748,13111,15488,104783640,47091823,26830225,31454,14137,8056,312381778,45309907,52323916,93714,13611,15700,109506622,36377233,25088834,32874,10919,7533
2023-10-17,246968476,31866169,46685260,73899,9545,13971,100315746,47956675,20150346,30089,14384,6050,246347457,31412484,51497214,73706,9411,15416,104388760,36789398,23407551,31315,11032,7025
2023-10-18,232733097,2689924,78789845,70241,815,23795,76204431,41825426,11495278,23137,12699,3490,254206757,3900055,74839492,76732,1183,22597,103099918,37290139,16809608,31303,11322,5104
2023-10-19,201093895,757181,24371402,61166,230,7413,77050991,42564854,11295939,23404,12929,3431,191682772,3292,26048580,58306,1,7922,94519339,37277581,19126430,28710,11323,5810
2023-10-20,288770125,1884546,39180400,87907,574,11943,75094357,43254173,15817364,22875,13176,4818,286379249,1091801,39751080,87191,333,12120,90126369,37190841,23966588,27454,11329,7301
2023-10-23,196664035,963100,27133564,60209,296,8314,75766253,43462042,18057824,23304,13368,5554,212459013,826337,26008937,65046,254,7970,109836360,37320525,25634384,33783,11479,7885
2023-10-24,264072604,1647327,35762850,81231,505,10999,74560314,44964749,18754257,22825,13765,5741,268647021,0,35776952,82649,0,11001,113423499,37144509,26594844,34722,11371,8142
2023-10-25,210155668,880866,35134185,64098,269,10712,72021097,45292030,18874561,22014,13844,5769,197947255,226240,35194581,60376,69,10733,98773313,36805500,27096428,30191,11250,8283
2023-10-26,251852606,976902,40677034,77856,304,12596,74434019,44213632,20079765,23165,13760,6249,265367225,2295365,37916174,82051,714,11736,114227376,37196003,26358821,35549,11576,8204
2023-10-27,226063067,555635,29464510,70058,172,9125,68355324,44624746,16527015,21160,13814,5116,215589048,41997,28915278,66813,13,8958,97887914,37055918,22092777,30302,11471,6840
2023-10-30,204923081,155329,27759542,63436,48,8595,67545991,44747040,18688018,20899,13845,5782,215721621,16154,26363006,66784,5,8160,107892910,37035488,22898969,33382,11459,7086
2023-10-31,218499481,363113,35777320,67774,113,11106,70499305,44321288,19584199,22035,13853,6121,227574618,1250724,33193378,70588,391,10307,119442614,37576953,21619407,37332,11745,6758
2023-11-01,203905673,2553202,31948316,63517,795,9952,72684537,45986460,18287995,22643,14326,5697,197796544,35312,32963700,61616,11,10266,115687865,36703140,21584558,36039,11434,6725
2023-11-02,200538463,2496745,27553753,61688,762,8463,88681081,47708379,21765827,27055,14555,6640,178843784,108147,31625077,55024,33,9713,101478563,35839465,29122527,30959,10934,8886
2023-11-03,180491583,1457062,28858507,54772,442,8758,92831732,48300147,22561923,28107,14624,6831,168701633,320362,30639258,51202,97,9295,90644922,35201242,31424216,27445,10658,9516
2023-11-06,208534653,3682801,31777756,62650,1104,9552,107820478,52113129,22463225,32334,15628,6737,194996813,246732,35474595,58582,74,10658,88904424,35453467,34759120,26662,10632,10426
2023-11-07,159667995,1864235,24174819,47897,558,7253,120232917,53402068,22163529,35981,15981,6633,152104168,650875,25312789,45630,195,7593,93692745,35494475,35404190,28039,10622,10597
2023-11-08,169991592,774047,37767532,50769,231,11283,121960058,54142418,21686398,36402,16160,6473,178255978,167496,32782266,53243,50,9790,103639689,35577898,29543435,30934,10619,8820
2023-11-09,153016770,1435110,22985460,45698,428,6866,131922104,52595476,21291613,39350,15688,6351,154286531,1844128,22756389,46081,550,6796,114874006,34427807,28888599,34265,10269,8619
2023-11-10,230965768,1834043,44514370,69096,549,13326,137787214,51003542,24007776,41170,15241,7174,218801804,3857701,42271486,65460,1154,12649,108597873,34893220,29284710,32449,10427,8751
2023-11-13,284347047,49350106,57605853,84199,14618,17045,130889372,50989248,19102096,38773,15104,5660,303259568,48917305,55683063,89788,14492,16484,120314986,34278782,22774824,35641,10154,6749
2023-11-14,224796905,32086491,37015985,66340,9458,10926,145368642,49559754,16363971,42849,14604,4827,217656408,33405365,47148910,64234,9849,13912,127597266,34088592,31741822,37611,10045,9359
2023-11-15,242013615,1704979,65201645,70633,497,19034,128805752,47039683,7206938,37533,13707,2100,244428244,3986229,67646177,71336,1162,19750,109621989,33676253,27129701,31943,9813,7907
2023-11-16,200171367,2580187,24763124,58243,751,7208,133927170,49516303,9892678,38964,14406,2878,200557361,199360,24380564,58365,58,7095,115129054,33749867,29304383,33495,9819,8527
2023-11-17,188776876,2148951,24424543,54884,624,7101,142941774,51584680,11918958,41507,14979,3461,194165922,210051,22546031,56456,61,6554,129521318,33849110,29476068,37610,9829,8561
2023-11-20,158345614,2226250,20380930,46012,647,5924,148695919,53715283,13041931,43223,15614,3791,165288355,385359,18405354,48032,112,5349,142238662,34157746,28744073,41346,9929,8357
2023-11-21,154407432,3555258,25571922,44517,1021,7368,163019576,57661750,14824120,46815,16559,4257,152485573,69620,26649720,43949,20,7682,154488265,34379761,31719136,44365,9873,9111
2023-11-22,142708409,2690654,32878416,41196,778,9488,148564509,58962406,19007562,42965,17052,5497,168733695,1535641,25820320,48702,444,7456,170514589,34688650,27952217,49313,10032,8086
2023-11-23,190616537,1989892,22783126,55160,575,6594,155241666,60941227,18377168,44857,17609,5310,177099371,55237,23233963,51251,16,6723,163682420,34711824,27347244,47296,10030,7904
2023-11-24,102207437,674307,17774574,29521,195,5134,151050866,61303685,20914157,43674,17725,6047,108443451,252463,14003735,31322,73,4044,165715360,34669006,25945687,47914,10024,7504
2023-11-27,164694531,545892,23475508,47722,159,6804,152450078,60153516,15070311,44389,17515,4388,154750794,2348276,28565953,44844,684,8282,157107134,35508262,25290903,45745,10339,7366
2023-11-28,170686416,2155540,27916197,49375,621,8066,159253912,61128032,18009320,45868,17606,5187,166606962,906758,27672189,48168,261,8000,159771024,34963040,28092027,46017,10070,8093
2023-11-29,161818063,2223244,30142607,46567,641,8678,148720320,62767180,20016478,42886,18100,5772,176817817,1550355,26352609,50895,447,7582,164249350,35961086,26285755,47364,10370,7582
2023-11-30,180817246,3728934,22696127,52040,1072,6535,151695040,66583883,19243774,43608,19141,5532,177810128,3481,25348881,51170,1,7296,164246114,35968724,28173577,47216,10340,8101
2023-12-01,202011924,1502151,27527452,58126,431,7923,163903501,66796646,17269515,47034,19168,4956,192371130,1398897,28403905,55346,402,8172,166802075,36025862,27107397,47866,10338,7781
2023-12-04,185053065,2340779,30778764,53077,672,8829,151613222,64889017,20929168,43522,18627,6008,197320554,3515415,26818650,56598,1009,7691,166777184,35302802,26752971,47875,10134,7682
2023-12-05,181391237,2997883,28725083,52420,866,8305,147780777,64721813,22767960,42689,18696,6577,186752572,2802561,29034504,53975,810,8390,168225854,35126885,28291696,48595,10147,8175
2023-12-06,170874171,1324333,32753632,49196,381,9427,145762360,61876022,22048135,41941,17804,6344,172440528,4401842,32632107,49648,1266,9392,167827836,35240556,27500298,48290,10140,7915
2023-12-07,172805683,1710510,26633886,49834,495,7687,145981784,61218805,22631698,42262,17723,6552,176173455,2542138,24232659,50816,736,6991,171265617,35578260,25625964,49582,10300,7421
2023-12-08,212747741,2366911,31709385,61175,681,9117,150217034,63919055,21422190,43228,18394,6165,206650636,694994,36742735,59423,200,10566,169563637,36452750,29435784,48796,10490,8473
2023-12-11,164317574,2762209,27794524,47251,793,7992,149564704,65690182,23642174,42934,18857,6787,172360166,271706,23792007,49564,78,6840,177017038,35665097,27909443,50815,10238,8014
2023-12-12,144401145,2304522,26410061,41323,660,7556,147711125,64515070,26950509,42295,18473,7717,150044666,3624967,23678289,42938,1038,6776,180872357,35734237,28808582,51791,10232,8251
2023-12-13,151996937,5229092,29146913,43513,1498,8346,144721983,64276674,26454332,41451,18410,7577,151299819,4227294,31237666,43319,1211,8943,180189131,34502015,30406429,51610,9882,8711
2023-12-14,230679792,8223998,46004132,65573,2331,13070,158033353,65042361,35883985,44737,18413,10161,227934359,7255274,43695452,64769,2057,12418,191063310,33951819,37946609,54092,9611,10745
2023-12-15,260418300,11458071,41213861,73519,3236,11638,171788117,60867529,28748820,48603,17221,8134,256493654,15661408,44991813,72417,4422,12701,200954019,33949833,34597800,56856,9605,9791
2023-12-18,313515740,50243244,46948872,88849,14241,13306,167803739,63441697,29906835,47532,17971,8471,327099279,47595911,43788342,92700,13492,12409,210515182,33912334,32879982,59632,9606,9315
2023-12-19,236337011,30624210,60000802,67265,8727,17079,161957515,62030309,35101130,46099,17658,9989,251016094,32481048,51315560,71440,9256,14609,222464035,34502722,28208244,63322,9822,8030
2023-12-20,172203753,3478037,45986814,48884,985,13054,153415330,63604463,12286087,43429,18005,3478,156966127,2918201,55291605,44556,827,15695,193915639,35364859,17524538,54894,10011,4964
2023-12-21,168444823,2278647,30342124,48071,650,8654,148595376,65032590,16147304,42386,18550,4606,189950027,1132120,28612625,54178,323,8168,210166535,35860828,19579422,59949,10229,5588
2023-12-22,154143458,2658877,19259690,43880,757,5484,142950881,65895656,17162744,40704,18763,4887,147762060,1911084,19058168,42067,544,5425,198263810,35924248,20327437,56454,10229,5791
2023-12-25,100816316,2960886,18294680,28621,840,5194,146814590,66551245,17142494,41657,18883,4864,95664927,2129290,18407244,27159,604,5226,197169858,35642257,20303681,55945,10113,5764
2023-12-26,85112243,2848069,19860187,24053,803,5613,159089048,66867820,14665026,44855,18853,4135,76660665,2593945,24161663,21660,732,6827,201277052,35510562,22438570,56750,10012,6330
2023-12-27,125668417,5672474,31576934,35300,1588,8873,176029635,71911049,17261227,49284,20133,4833,126885686,1757229,27072879,35641,492,7606,219730007,36418073,20702114,61519,10196,5799
2023-12-28,133004653,4399299,22280130,37249,1231,6241,175235981,75980525,21898650,49043,21264,6129,137929791,3216170,20507820,38632,900,5744,223895587,39290907,23764029,62661,10996,6654
2023-12-29,108911482,3820993,21700413,30491,1069,6077,172431495,76644430,27260938,48247,21445,7628,119940644,4099885,16141062,33585,1147,4519,232159203,40225370,23727131,64959,11255,6642
2024-01-02,170145520,1057393,34052898,47732,297,9555,172147870,76913800,30309181,48357,21605,8514,172680269,1630299,32493044,48449,458,9119,234194020,41210560,25167149,65786,11576,7073
2024-01-03,204489716,1884547,48641206,58026,537,13803,159492638,72860876,29425911,45453,20764,8386,223331352,6158867,51700696,63357,1755,14680,243829744,41943077,27326381,69488,11953,7791
